id,type,commentsCount,likesCount,timestamp,videoViewCount,videoPlayCount,videoDuration
3.075854765464166e+18,Sidecar,1.0,17.0,2023-04-07 18:01:40+00:00,,,
3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16+00:00,,,
3.0787400049486223e+18,Video,0.0,8.0,2023-04-11 17:35:00+00:00,97.0,242.0,5.202
3.073725354955596e+18,Image,1.0,17.0,2023-04-04 19:30:37+00:00,,,
3.06935386837853e+18,Image,1.0,10.0,2023-03-29 18:45:18+00:00,,,
3.0642728956182953e+18,Image,3.0,45.0,2023-03-22 18:30:19+00:00,,,
3.0744054642562074e+18,Image,1.0,16.0,2023-04-05 18:01:55+00:00,,,
3.0729852890316785e+18,Sidecar,1.0,31.0,2023-04-03 19:00:14+00:00,,,
3.068624057100992e+18,Image,2.0,21.0,2023-03-28 18:35:18+00:00,,,
3.0750777407687327e+18,Sidecar,0.0,23.0,2023-04-06 16:17:52+00:00,,,
3.065732963795675e+18,Sidecar,0.0,21.0,2023-03-24 18:51:10+00:00,,,
3.0649294883753124e+18,Image,2.0,12.0,2023-03-23 16:14:48+00:00,,,
3.064197708273725e+18,Image,1.0,16.0,2023-03-22 16:00:56+00:00,,,
3.067944552673209e+18,Image,0.0,10.0,2023-03-27 20:05:14+00:00,,,
3.0605944280628803e+18,Image,0.0,18.0,2023-03-17 16:41:49+00:00,,,
3.06344258199652e+18,Image,0.0,15.0,2023-03-21 15:00:38+00:00,,,
3.062820999272257e+18,Video,2.0,29.0,2023-03-20 18:26:00+00:00,161.0,375.0,25.055
3.0591877011908106e+18,Image,1.0,18.0,2023-03-15 18:06:54+00:00,,,
3.0584394272575124e+18,Sidecar,0.0,38.0,2023-03-14 17:20:13+00:00,,,
3.0606953481512837e+18,Sidecar,0.0,25.0,2023-03-17 20:02:38+00:00,,,
3.0527928693038956e+18,Image,0.0,19.0,2023-03-06 22:21:33+00:00,,,
3.057770985323925e+18,Image,0.0,15.0,2023-03-13 19:12:11+00:00,,,
3.0540811942207386e+18,Image,2.0,18.0,2023-03-08 17:01:13+00:00,,,
3.0490077273518674e+18,Image,0.0,19.0,2023-03-01 17:01:09+00:00,,,
3.049113076121826e+18,Image,0.0,19.0,2023-03-01 20:30:27+00:00,,,
3.038264008495789e+18,Image,1.0,22.0,2023-02-14 21:15:18+00:00,,,
3.044813067347564e+18,Video,4.0,22.0,2023-02-23 22:07:27+00:00,184.0,445.0,18.155
3.048401012914315e+18,Sidecar,2.0,26.0,2023-02-28 20:55:58+00:00,,,
3.0453834912060897e+18,Image,3.0,58.0,2023-02-24 17:00:27+00:00,,,
3.0432770157212723e+18,Image,0.0,15.0,2023-02-21 19:15:15+00:00,,,
3.054805890418774e+18,Image,1.0,18.0,2023-03-09 17:01:04+00:00,,,
3.043994373110653e+18,Image,0.0,20.0,2023-02-22 19:00:31+00:00,,,
3.0375322925669985e+18,Video,0.0,22.0,2023-02-13 21:01:52+00:00,204.0,,13.886
3.025879898988054e+18,Image,0.0,12.0,2023-01-28 19:10:19+00:00,,,
3.0324669383782886e+18,Image,3.0,21.0,2023-02-06 21:17:33+00:00,,,
3.0359613731293865e+18,Image,2.0,21.0,2023-02-11 17:00:22+00:00,,,
3.0222211595337523e+18,Video,0.0,21.0,2023-01-23 18:01:12+00:00,92.0,,9.0
3.0243266415060413e+18,Video,1.0,14.0,2023-01-26 15:46:12+00:00,115.0,250.0,6.293
3.0127987740535675e+18,Image,3.0,23.0,2023-01-10 18:00:25+00:00,,,
3.017148077919987e+18,Image,0.0,7.0,2023-01-16 18:01:42+00:00,,,
3.01787226129824e+18,Image,1.0,5.0,2023-01-17 18:00:33+00:00,,,
3.023729951506133e+18,Video,0.0,17.0,2023-01-25 20:00:22+00:00,170.0,508.0,12.354
3.0077254963811517e+18,Image,0.0,6.0,2023-01-03 18:00:43+00:00,,,
3.0098999695283205e+18,Image,0.0,14.0,2023-01-06 18:01:00+00:00,,,
3.0135284864308823e+18,Image,3.0,42.0,2023-01-11 18:10:14+00:00,,,
3.014372143987132e+18,Video,4.0,28.0,2023-01-12 22:07:02+00:00,146.0,,51.435
3.0055816515600814e+18,Video,0.0,16.0,2022-12-31 19:04:59+00:00,88.0,371.0,103.133
2.9997825110014454e+18,Video,0.0,8.0,2022-12-23 19:15:03+00:00,64.0,,25.666
3.00627849689271e+18,Sidecar,0.0,12.0,2023-01-01 18:05:59+00:00,,,
3.00192745560244e+18,Image,0.0,9.0,2022-12-26 18:01:03+00:00,,,
3.0004778507472835e+18,Image,0.0,13.0,2022-12-24 18:00:57+00:00,,,
2.998340915136669e+18,Sidecar,1.0,31.0,2022-12-21 19:15:12+00:00,,,
3.0193544368287165e+18,Sidecar,5.0,111.0,2023-01-19 19:05:36+00:00,,,
3.004826876741943e+18,Image,2.0,17.0,2022-12-30 18:01:41+00:00,,,
3.0033773172509455e+18,Image,1.0,21.0,2022-12-28 18:01:40+00:00,,,
2.999099431743838e+18,Video,1.0,17.0,2022-12-22 20:23:09+00:00,134.0,1658.0,76.766
2.9976276512080164e+18,Video,3.0,13.0,2022-12-20 19:38:48+00:00,111.0,1439.0,60.366
2.9968986883452206e+18,Video,4.0,43.0,2022-12-19 19:30:27+00:00,319.0,1810.0,84.266
2.9794893958415007e+18,Sidecar,0.0,36.0,2022-11-25 19:00:53+00:00,,,
2.9941193166430525e+18,Video,1.0,22.0,2022-12-15 23:28:49+00:00,132.0,350.0,130.5
2.9845476938250327e+18,Video,1.0,20.0,2022-12-02 18:45:28+00:00,116.0,362.0,105.349
2.9925515299404314e+18,Video,6.0,36.0,2022-12-13 19:35:41+00:00,161.0,489.0,122.133
2.9802142106384717e+18,Image,5.0,36.0,2022-11-26 19:00:42+00:00,,,
2.9852273644308756e+18,Image,0.0,9.0,2022-12-03 17:00:58+00:00,,,
2.983114433902964e+18,Video,0.0,16.0,2022-11-30 19:03:34+00:00,118.0,283.0,89.152
2.9838755947953756e+18,Image,4.0,25.0,2022-12-01 20:15:11+00:00,,,
2.9787052494186563e+18,Video,5.0,22.0,2022-11-24 17:03:09+00:00,110.0,,6.0
2.974416535762563e+18,Video,0.0,23.0,2022-11-18 19:02:14+00:00,156.0,302.0,62.578
2.97733249959646e+18,Image,0.0,6.0,2022-11-22 19:35:16+00:00,,,
2.982329264622213e+18,Video,0.0,30.0,2022-11-29 17:04:01+00:00,165.0,530.0,125.566
3.0041021433467474e+18,Image,0.0,19.0,2022-12-29 18:01:47+00:00,,,
2.9692897563120604e+18,Video,0.0,16.0,2022-11-11 17:17:09+00:00,205.0,697.0,7.266
2.973745342576331e+18,Sidecar,1.0,38.0,2022-11-17 20:48:11+00:00,,,
2.9634990366490844e+18,Video,0.0,23.0,2022-11-03 17:30:57+00:00,134.0,,51.533
2.967255938251524e+18,Video,4.0,39.0,2022-11-08 21:56:57+00:00,201.0,594.0,116.533
2.967965958590538e+18,Image,1.0,12.0,2022-11-09 21:25:35+00:00,,,
2.956336646392173e+18,Image,11.0,43.0,2022-10-24 20:20:15+00:00,,,
2.964903578381291e+18,Video,1.0,16.0,2022-11-05 16:01:50+00:00,97.0,254.0,61.266
2.9642462860482606e+18,Video,0.0,23.0,2022-11-04 18:15:28+00:00,109.0,,5.2
2.9584409383815127e+18,Image,0.0,17.0,2022-10-27 18:01:06+00:00,,,
2.969403132644139e+18,Image,4.0,27.0,2022-11-11 21:01:02+00:00,,,
3.002682300063841e+18,Video,0.0,16.0,2022-12-27 19:01:36+00:00,97.0,277.0,102.8
2.957745976238888e+18,Image,1.0,14.0,2022-10-26 19:00:20+00:00,,,
2.9389093312499896e+18,Video,1.0,17.0,2022-09-30 19:16:05+00:00,94.0,,56.433
2.9527617842937503e+18,Sidecar,0.0,20.0,2022-10-19 21:57:54+00:00,,,
2.9418918994136724e+18,Video,1.0,16.0,2022-10-04 22:03:05+00:00,120.0,302.0,130.366
2.953397360727253e+18,Sidecar,0.0,29.0,2022-10-20 19:00:41+00:00,,,
2.9360288062550513e+18,Sidecar,1.0,33.0,2022-09-26 19:52:09+00:00,,,
2.9411516835523133e+18,Sidecar,0.0,17.0,2022-10-03 21:30:42+00:00,,,
2.943944423038985e+18,Video,2.0,25.0,2022-10-07 18:01:23+00:00,171.0,,84.666
2.9540924267094584e+18,Sidecar,2.0,23.0,2022-10-21 18:01:39+00:00,,,
2.94331084692867e+18,Image,0.0,20.0,2022-10-06 21:00:16+00:00,,,
2.9316691741752617e+18,Image,0.0,12.0,2022-09-20 19:30:23+00:00,,,
2.9548169766025523e+18,Sidecar,2.0,56.0,2022-10-22 18:01:11+00:00,,,
2.933872302295009e+18,Image,0.0,14.0,2022-09-23 20:27:34+00:00,,,
2.938177292851069e+18,Sidecar,0.0,26.0,2022-09-29 19:01:07+00:00,,,
2.924396284996681e+18,Sidecar,2.0,38.0,2022-09-10 18:40:42+00:00,,,
2.928711162612513e+18,Video,5.0,56.0,2022-09-16 17:33:56+00:00,250.0,712.0,5.966
2.916403861582109e+18,Image,0.0,10.0,2022-08-30 18:00:57+00:00,,,
2.928039589033916e+18,Video,2.0,14.0,2022-09-15 19:20:10+00:00,90.0,298.0,89.9
2.922927083690136e+18,Sidecar,0.0,32.0,2022-09-08 18:01:41+00:00,,,
2.917919037342475e+18,Sidecar,1.0,24.0,2022-09-01 20:11:17+00:00,,,
2.913504950084901e+18,Sidecar,1.0,13.0,2022-08-26 18:01:16+00:00,,,
2.9215299825782195e+18,Sidecar,1.0,67.0,2022-09-06 19:45:35+00:00,,,
2.912895623644963e+18,Sidecar,0.0,26.0,2022-08-25 21:50:39+00:00,,,
2.9107186462290934e+18,Video,1.0,24.0,2022-08-22 21:45:46+00:00,142.0,,54.0
2.9273194695505295e+18,Video,0.0,21.0,2022-09-14 19:32:12+00:00,115.0,262.0,140.033
2.90844773431524e+18,Sidecar,1.0,14.0,2022-08-19 18:33:29+00:00,,,
2.9114091283587195e+18,Sidecar,0.0,22.0,2022-08-23 20:37:15+00:00,,,
2.9041047561299523e+18,Sidecar,0.0,19.0,2022-08-13 18:44:46+00:00,,,
2.90630217137414e+18,Image,1.0,18.0,2022-08-16 19:30:41+00:00,,,
2.903341524242094e+18,Video,0.0,15.0,2022-08-12 17:30:32+00:00,136.0,915.0,57.8
2.8961476063332454e+18,Image,17.0,29.0,2022-08-02 19:15:21+00:00,,,
2.9070866175968384e+18,Sidecar,2.0,48.0,2022-08-17 21:29:12+00:00,,,
2.898284317423041e+18,Image,1.0,16.0,2022-08-05 18:00:37+00:00,,,
2.9236286277804134e+18,Image,5.0,34.0,2022-09-09 17:15:16+00:00,,,
2.897534854599767e+18,Sidecar,4.0,19.0,2022-08-04 17:11:33+00:00,,,
2.917242307413843e+18,Video,0.0,13.0,2022-08-31 21:48:30+00:00,131.0,531.0,88.533
2.893223626649106e+18,Video,2.0,15.0,2022-07-29 18:26:43+00:00,129.0,,57.4
2.8881853974611917e+18,Sidecar,1.0,25.0,2022-07-22 19:35:51+00:00,,,
2.882339862002092e+18,Video,4.0,23.0,2022-07-14 18:02:28+00:00,150.0,,154.233
2.891039547958067e+18,Sidecar,1.0,26.0,2022-07-26 18:06:32+00:00,,,
2.880934862791638e+18,Sidecar,2.0,58.0,2022-07-12 19:30:19+00:00,,,
2.886050881468636e+18,Video,0.0,30.0,2022-07-19 20:55:15+00:00,157.0,,60.133
2.9019617322769316e+18,Sidecar,0.0,8.0,2022-08-10 19:46:58+00:00,,,
2.886717934684077e+18,Image,0.0,18.0,2022-07-20 19:00:17+00:00,,,
2.8830744516436997e+18,Sidecar,4.0,33.0,2022-07-15 18:21:18+00:00,,,
2.872234595647279e+18,Video,2.0,15.0,2022-06-30 19:25:17+00:00,116.0,382.0,52.013
2.876553454385629e+18,Video,0.0,25.0,2022-07-06 18:33:59+00:00,128.0,,121.0
2.8700179970490527e+18,Video,0.0,19.0,2022-06-27 18:05:28+00:00,122.0,,67.866
2.866395893104791e+18,Video,5.0,9.0,2022-06-22 18:07:39+00:00,96.0,381.0,52.566
2.867974344119013e+18,Sidecar,2.0,44.0,2022-06-24 22:20:05+00:00,,,
2.872917224688732e+18,Image,0.0,17.0,2022-07-01 18:00:45+00:00,,,
2.8779927049813576e+18,Video,4.0,30.0,2022-07-08 18:12:58+00:00,163.0,,112.266
2.8627665281074683e+18,Sidecar,1.0,36.0,2022-06-17 17:53:05+00:00,,,
2.875871366772542e+18,Image,1.0,25.0,2022-07-05 19:50:07+00:00,,,
2.877310867205277e+18,Image,2.0,20.0,2022-07-07 19:30:08+00:00,,,
2.8656695337562685e+18,Image,0.0,10.0,2022-06-21 18:00:52+00:00,,,
2.8917803813640156e+18,Sidecar,1.0,28.0,2022-07-27 18:38:26+00:00,,,
2.8613254394741197e+18,Sidecar,2.0,34.0,2022-06-15 18:09:54+00:00,,,
2.862044377337244e+18,Video,4.0,11.0,2022-06-16 17:59:22+00:00,121.0,838.0,53.933
2.8526317610292695e+18,Video,1.0,24.0,2022-06-03 18:18:51+00:00,149.0,,123.733
2.85993136799179e+18,Video,1.0,32.0,2022-06-13 20:01:24+00:00,283.0,1325.0,52.933
2.850418707601243e+18,Image,6.0,18.0,2022-05-31 17:00:13+00:00,,,
2.8511135698252344e+18,Image,0.0,17.0,2022-06-01 16:00:47+00:00,,,
2.858419337639023e+18,Video,1.0,21.0,2022-06-11 17:57:42+00:00,125.0,,95.5
2.8903419874862024e+18,Image,0.0,13.0,2022-07-25 19:00:39+00:00,,,
2.84756485354931e+18,Image,1.0,13.0,2022-05-27 18:30:07+00:00,,,
2.84819914906499e+18,Video,0.0,29.0,2022-05-28 15:34:03+00:00,305.0,,62.233
2.871467424024568e+18,Image,3.0,27.0,2022-06-29 18:00:15+00:00,,,
2.851901186128322e+18,Video,3.0,34.0,2022-06-02 18:05:48+00:00,193.0,,5.733
2.848305262725778e+18,Sidecar,2.0,50.0,2022-05-28 19:01:08+00:00,,,
2.8562472981549476e+18,Image,0.0,13.0,2022-06-08 18:00:35+00:00,,,
2.8461006426259937e+18,Sidecar,6.0,16.0,2022-05-25 18:00:57+00:00,,,
2.846837996947519e+18,Video,1.0,9.0,2022-05-26 18:30:31+00:00,114.0,430.0,58.966
2.840330900958921e+18,Sidecar,6.0,72.0,2022-05-17 18:57:30+00:00,,,
2.8431406982344684e+18,Sidecar,0.0,37.0,2022-05-21 16:00:04+00:00,,,
2.8424922105919176e+18,Sidecar,0.0,14.0,2022-05-20 18:31:38+00:00,,,
2.841745386091444e+18,Video,1.0,22.0,2022-05-19 17:54:40+00:00,149.0,644.0,59.866
2.842370629439171e+18,Image,0.0,14.0,2022-05-20 14:30:07+00:00,,,
2.8396985845561416e+18,Sidecar,0.0,26.0,2022-05-16 22:01:12+00:00,,,
2.844641768036946e+18,Video,0.0,11.0,2022-05-23 17:47:43+00:00,142.0,576.0,59.6
2.8642199237298714e+18,Image,0.0,11.0,2022-06-19 18:00:46+00:00,,,
2.83743311843238e+18,Image,3.0,19.0,2022-05-13 19:00:09+00:00,,,
2.8338394514503153e+18,Image,0.0,16.0,2022-05-08 20:00:12+00:00,,,
2.833658694573177e+18,Sidecar,3.0,47.0,2022-05-08 14:01:01+00:00,,,
2.837282505046444e+18,Image,0.0,14.0,2022-05-13 14:00:56+00:00,,,
2.8353035763654124e+18,Video,0.0,17.0,2022-05-10 20:29:39+00:00,164.0,1128.0,44.333
2.832178551442703e+18,Image,0.0,25.0,2022-05-06 13:00:14+00:00,,,
2.836004178552682e+18,Sidecar,0.0,32.0,2022-05-11 19:41:05+00:00,,,
2.830170234698546e+18,Image,2.0,12.0,2022-05-03 18:30:07+00:00,,,
2.8322792133714714e+18,Image,0.0,10.0,2022-05-06 16:20:14+00:00,,,
2.830851406512448e+18,Video,5.0,35.0,2022-05-04 17:16:59+00:00,257.0,873.0,59.4
2.8315346543162747e+18,Sidecar,0.0,17.0,2022-05-05 15:40:56+00:00,,,
2.82940395482993e+18,Sidecar,1.0,16.0,2022-05-02 17:07:37+00:00,,,
2.8265992100429414e+18,Image,0.0,4.0,2022-04-28 20:15:09+00:00,,,
2.827195739371304e+18,Image,0.0,5.0,2022-04-29 16:00:20+00:00,,,
2.845420720370063e+18,Image,0.0,8.0,2022-05-24 19:30:08+00:00,,,
2.8295220299387796e+18,Sidecar,7.0,28.0,2022-05-02 21:02:12+00:00,,,
2.822092083051037e+18,Image,0.0,7.0,2022-04-22 15:00:16+00:00,,,
2.82573634693919e+18,Image,7.0,20.0,2022-04-27 15:40:44+00:00,,,
2.825869753873453e+18,Image,1.0,17.0,2022-04-27 20:05:47+00:00,,,
2.826450766294005e+18,Video,2.0,18.0,2022-04-28 15:25:32+00:00,169.0,573.0,52.633
2.836695161724383e+18,Video,1.0,49.0,2022-05-12 18:34:54+00:00,388.0,962.0,39.966
2.816430067618864e+18,Sidecar,2.0,20.0,2022-04-14 19:30:49+00:00,,,
2.8409661668371635e+18,Image,1.0,14.0,2022-05-18 15:59:40+00:00,,,
2.82015171112309e+18,Image,0.0,18.0,2022-04-19 22:45:05+00:00,,,
2.8150002748607263e+18,Image,1.0,30.0,2022-04-12 20:10:06+00:00,,,
2.8120056406390876e+18,Image,3.0,17.0,2022-04-08 17:00:18+00:00,,,
2.8142726400813266e+18,Video,0.0,25.0,2022-04-11 20:04:36+00:00,178.0,,9.866
2.820808543447755e+18,Image,2.0,31.0,2022-04-20 20:30:06+00:00,,,
2.8156445350625736e+18,Image,0.0,17.0,2022-04-13 17:30:09+00:00,,,
2.8273166147725676e+18,Image,0.0,12.0,2022-04-29 20:00:28+00:00,,,
2.821493059556366e+18,Image,0.0,16.0,2022-04-21 19:10:07+00:00,,,
2.8222431993343503e+18,Image,1.0,19.0,2022-04-22 20:00:30+00:00,,,